"codcli","Cliente","codven","Comercial","Cidade","status","Vendas","Frequencia","Ult_Compra"
"2327","Cliente_2327","23","Valter","ALIANCA - PE - Brasil","*","26308.30","32","2025-02-25"
"39847","Cliente_39847","48","Flavio","TRINDADE - PE - Brasil","E","26305.00","8","2025-02-23"
"21889","Cliente_21889","41","Edson","IGARASSU - PE - Brasil","A","26174.00","7","2025-02-27"
"1362","Cliente_1362","23","Valter","SANTA RITA - PB - Brasil","E","26163.36","19","2025-02-22"
"2144","Cliente_2144","38","Junior","RECIFE - PE - Brasil","E","26163.00","25","2025-02-19"
"160091","Cliente_160091","38","Junior","MACAPARANA - PE - Brasil","A","26124.00","6","2025-02-25"
"27271","Cliente_27271","41","Edson","MORENO - PE - Brasil","P","26034.00","22","2025-02-28"
"2401","Cliente_2401","50","Rocha","CARPINA - PE - Brasil","P","25985.00","13","2025-02-04"
"20959","Cliente_20959","26","Carlos Augusto","JUAZEIRO DO NORTE - CE - Brasil","E","25701.00","7","2024-11-17"
"43057","Cliente_43057","19","Evandro","CAMARAGIBE - PE - Brasil","A","25673.00","35","2025-02-28"
"46142","Cliente_46142","50","Rocha","OLINDA - PE - Brasil","E","25666.00","5","2025-02-16"
"50171","Cliente_50171","23","Valter","PAULO AFONSO - BA - Brasil","*","25400.00","21","2025-02-11"
"68","Cliente_68","41","Edson","RECIFE - PE - Brasil","A","25380.00","12","2025-02-27"
"31519","Cliente_31519","28","Rodrigues","PAULISTA - PE - Brasil","P","25224.00","11","2025-02-17"
"60019","Cliente_60019","32","Euclides","FORTALEZA - CE - Brasil","*","25209.00","23","2025-02-28"
"45501","Cliente_45501","50","Rocha","CAMPO ALEGRE - AL - Brasil","A","25197.00","3","2025-02-02"
"39074","Cliente_39074","50","Rocha","ARAPIRACA - AL - Brasil","E","25183.00","6","2025-02-23"
"184311","Cliente_184311","19","Evandro","RECIFE - PE - Brasil","*","25129.00","22","2025-02-28"
"46302","Cliente_46302","8","Jonas","DELMIRO GOUVEIA - AL - Brasil","P","25080.35","2","2025-02-03"
"19300","Cliente_19300","38","Junior","POCINHOS - PB - Brasil","E","24951.60","18","2025-02-08"
"34269","Cliente_34269","16","Adelmo","JABOATAO DOS GUARARAPES - PE - Brasil","P","24942.30","43","2025-02-28"
"18628","Cliente_18628","50","Rocha","ARARIPINA - PE - Brasil","A","24721.00","5","2025-02-05"
"183270","Cliente_183270","48","Flavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","24560.00","15","2025-02-12"
"25034","Cliente_25034","16","Adelmo","PAUDALHO - PE - Brasil","E","24413.00","19","2025-02-26"
"183422","Cliente_183422","23","Valter","VICENCIA - PE - Brasil","*","24265.28","27","2025-02-18"
"1634","Cliente_1634","19","Evandro","OLINDA - PE - Brasil","E","24194.00","11","2024-12-22"
"16824","Cliente_16824","16","Adelmo","JABOATAO DOS GUARARAPES - PE - Brasil","A","24160.00","17","2025-02-22"
"181354","Cliente_181354","41","Edson","RECIFE - PE - Brasil","*","23822.20","8","2025-02-16"
"182250","Cliente_182250","50","Rocha","JABOATAO DOS GUARARAPES - PE - Brasil","E","23723.00","6","2025-02-28"
"41680","Cliente_41680","51","Eraldo","CABEDELO - PB - Brasil","E","23687.20","9","2025-02-25"
"185292","Cliente_185292","23","Valter","RECIFE - PE - Brasil","E","23634.20","22","2025-01-14"
"8100","Cliente_8100","8","Jonas","IPOJUCA - PE - Brasil","A","23627.00","15","2025-02-28"
"12839","Cliente_12839","21","Edilson","SIRINHAEM - PE - Brasil","*","23623.00","21","2025-02-28"
"2322","Cliente_2322","23","Valter","ALHANDRA - PB - Brasil","E","23605.20","9","2025-01-13"
"37460","Cliente_37460","38","Junior","DORMENTES - PE - Brasil","E","23500.00","7","2025-01-28"
"13625","Cliente_13625","23","Valter","ARACAJU - SE - Brasil","*","23441.45","29","2025-02-25"
"46481","Cliente_46481","50","Rocha","PETROLINA - PE - Brasil","A","23415.00","1","2025-02-03"
"44365","Cliente_44365","50","Rocha","PETROLINA - PE - Brasil","I","23330.00","2","2024-08-24"
"24550","Cliente_24550","50","Rocha","JABOATAO DOS GUARARAPES - PE - Brasil","*","23298.00","17","2025-02-22"
"19435","Cliente_19435","19","Evandro","RECIFE - PE - Brasil","*","23205.00","9","2025-02-28"
"167630","Cliente_167630","23","Valter","JOAO PESSOA - PB - Brasil","*","23202.21","12","2025-02-05"
"34772","Cliente_34772","28","Rodrigues","SIRINHAEM - PE - Brasil","A","23067.00","15","2024-12-23"
"260258","Cliente_260258","3","AdelmoAS","PRESIDENTE PRUDENTE - SP - Brasil","*","23052.46","6","2025-01-17"
"25215","Cliente_25215","51","Eraldo","PESQUEIRA - PE - Brasil","E","23020.00","11","2025-02-11"
"43334","Cliente_43334","51","Eraldo","DOIS RIACHOS - AL - Brasil","A","22985.60","16","2025-01-18"
"60359","Cliente_60359","32","Euclides","MARACANAU - CE - Brasil","*","22961.00","14","2025-02-15"
"20302","Cliente_20302","41","Edson","MACEIO - AL - Brasil","*","22879.82","6","2025-02-28"
"44928","Cliente_44928","48","Flavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","22852.00","8","2025-01-24"
"26457","Cliente_26457","16","Adelmo","GOIANA - PE - Brasil","A","22828.00","7","2025-01-24"
"2882","Cliente_2882","25","Gilmar","PETROLINA - PE - Brasil","E","22600.00","3","2024-11-17"
"26664","Cliente_26664","50","Rocha","RECIFE - PE - Brasil","A","22546.00","6","2024-11-13"
"12209","Cliente_12209","42","Otavio","ITAQUITINGA - PE - Brasil","A","22493.00","10","2025-02-02"
"182566","Cliente_182566","3","AdelmoAS","RECIFE - PE - Brasil","N","22463.79","22","2025-02-24"
"160077","Cliente_160077","23","Valter","SOUSA - PB - Brasil","*","22385.41","11","2025-02-18"
"39417","Cliente_39417","50","Rocha","ITAMBE - PE - Brasil","E","22346.00","4","2024-12-10"
"23107","Cliente_23107","42","Otavio","ESCADA - PE - Brasil","A","22335.00","2","2025-02-27"
"190124","Cliente_190124","35","Geilson","TERESINA - PI - Brasil","*","22318.00","5","2025-01-24"
"2039","Cliente_2039","26","Carlos Augusto","RECIFE - PE - Brasil","E","22195.00","24","2025-02-12"
"21891","Cliente_21891","50","Rocha","SERRA TALHADA - PE - Brasil","E","22072.00","3","2024-10-26"
"44953","Cliente_44953","38","Junior","QUIXERAMOBIM - CE - Brasil","P","22012.00","3","2024-10-03"
"29824","Cliente_29824","41","Edson","EQUADOR - RN - Brasil","E","22010.00","3","2024-11-23"
"34010","Cliente_34010","23","Valter","JOAO PESSOA - PB - Brasil","E","21959.24","10","2025-02-08"
"31187","Cliente_31187","34","Denny","RECIFE - PE - Brasil","A","21868.00","12","2024-12-28"
"18750","Cliente_18750","50","Rocha","IGARASSU - PE - Brasil","E","21773.00","12","2025-02-12"
"181775","Cliente_181775","50","Rocha","RECIFE - PE - Brasil","P","21684.00","4","2025-01-13"
"29581","Cliente_29581","51","Eraldo","PARANAPANEMA - SP - Brasil","E","21579.48","2","2024-09-15"
"33848","Cliente_33848","41","Edson","RECIFE - PE - Brasil","A","21530.00","5","2024-12-03"
"45332","Cliente_45332","50","Rocha","SALGUEIRO - PE - Brasil","A","21344.00","4","2025-02-17"
"181655","Cliente_181655","26","Carlos Augusto","RECIFE - PE - Brasil","*","21337.50","51","2025-02-28"
"36422","Cliente_36422","25","Gilmar","PAULISTA - PE - Brasil","P","21304.00","10","2024-10-20"
"44491","Cliente_44491","50","Rocha","IPOJUCA - PE - Brasil","E","21235.00","3","2024-09-17"
"1340","Cliente_1340","25","Gilmar","JABOATAO DOS GUARARAPES - PE - Brasil","*","21216.60","13","2025-02-18"
"3364","Cliente_3364","25","Gilmar","RECIFE - PE - Brasil","A","21214.00","5","2025-02-27"
"185877","Cliente_185877","38","Junior","CARUARU - PE - Brasil","E","21181.54","5","2025-01-11"
"17920","Cliente_17920","28","Rodrigues","JABOATAO DOS GUARARAPES - PE - Brasil","A","21149.00","9","2024-12-21"
"182569","Cliente_182569","41","Edson","ESCADA - PE - Brasil","P","21129.00","4","2025-02-09"
"39152","Cliente_39152","26","Carlos Augusto","CABO DE SANTO AGOSTINHO - PE - Brasil","*","21046.00","11","2024-11-23"
"2447","Cliente_2447","48","Flavio","CARUARU - PE - Brasil","*","20967.10","16","2025-02-28"
"1584","Cliente_1584","41","Edson","OLINDA - PE - Brasil","*","20962.00","13","2025-02-28"
"182013","Cliente_182013","41","Edson","JABOATAO DOS GUARARAPES - PE - Brasil","E","20957.00","15","2025-01-28"
"37825","Cliente_37825","34","Denny","RECIFE - PE - Brasil","A","20800.00","4","2024-10-20"
"34356","Cliente_34356","8","Jonas","RECIFE - PE - Brasil","I","20797.00","2","2024-07-31"
"42175","Cliente_42175","50","Rocha","RIO LARGO - AL - Brasil","A","20758.27","4","2025-02-12"
"44466","Cliente_44466","48","Flavio","CARUARU - PE - Brasil","A","20690.00","6","2024-10-02"
"40817","Cliente_40817","8","Jonas","ESCADA - PE - Brasil","A","20685.00","5","2024-10-13"
"22706","Cliente_22706","34","Denny","FERREIROS - PE - Brasil","A","20622.00","8","2025-02-20"
"46002","Cliente_46002","38","Junior","JABOATAO DOS GUARARAPES - PE - Brasil","A","20549.00","7","2025-02-05"
"2343","Cliente_2343","28","Rodrigues","JABOATAO DOS GUARARAPES - PE - Brasil","P","20516.00","13","2025-02-15"
"20065","Cliente_20065","23","Valter","ARAPIRACA - AL - Brasil","P","20428.00","8","2025-02-04"
"182294","Cliente_182294","26","Carlos Augusto","JABOATAO DOS GUARARAPES - PE - Brasil","*","20425.00","15","2025-02-24"
"37498","Cliente_37498","48","Flavio","JABOATAO DOS GUARARAPES - PE - Brasil","P","20365.00","13","2025-01-17"
"29582","Cliente_29582","51","Eraldo","PETROLINA - PE - Brasil","N","20358.00","2","2024-09-15"
"190229","Cliente_190229","23","Valter","UNIAO - PI - Brasil","*","20313.11","19","2025-02-26"
"46319","Cliente_46319","50","Rocha","RECIFE - PE - Brasil","A","20270.00","3","2025-02-12"
"26813","Cliente_26813","19","Evandro","IGARASSU - PE - Brasil","E","20199.00","18","2025-02-28"
"41998","Cliente_41998","16","Adelmo","RECIFE - PE - Brasil","*","20192.00","30","2025-02-28"
"45139","Cliente_45139","50","Rocha","RECIFE - PE - Brasil","A","20149.00","2","2024-10-11"
"44817","Cliente_44817","21","Edilson","CABO DE SANTO AGOSTINHO - PE - Brasil","A","20027.00","4","2024-09-21"
"2958","Cliente_2958","32","Euclides","FORTALEZA - CE - Brasil","*","20025.00","15","2025-02-28"
"46794","Cliente_46794","21","Edilson","JOAO PESSOA - PB - Brasil","*","20000.00","1","2025-02-28"
"46693","Cliente_46693","23","Valter","AGUAS BELAS - PE - Brasil","A","19940.00","2","2025-02-23"
"45344","Cliente_45344","50","Rocha","PETROLINA - PE - Brasil","*","19870.00","2","2025-01-19"
"43695","Cliente_43695","42","Otavio","CAMPINA GRANDE - PB - Brasil","*","19839.80","10","2025-02-28"
"36864","Cliente_36864","38","Junior","PETROLINA - PE - Brasil","A","19786.00","2","2025-02-28"
"8309","Cliente_8309","41","Edson","RECIFE - PE - Brasil","E","19757.00","4","2025-01-24"
"185163","Cliente_185163","38","Junior","TRINDADE - PE - Brasil","E","19738.00","3","2025-02-23"
"2649","Cliente_2649","38","Junior","JABOATAO DOS GUARARAPES - PE - Brasil","P","19719.00","6","2025-02-23"
"18962","Cliente_18962","48","Flavio","IGARASSU - PE - Brasil","P","19685.00","5","2024-11-13"
"8228","Cliente_8228","8","Jonas","RECIFE - PE - Brasil","A","19668.00","68","2025-02-28"
"28653","Cliente_28653","16","Adelmo","PAULISTA - PE - Brasil","E","19392.00","24","2025-02-17"
"186140","Cliente_186140","26","Carlos Augusto","GARANHUNS - PE - Brasil","*","19319.78","14","2025-01-03"
"39715","Cliente_39715","34","Denny","RECIFE - PE - Brasil","I","19244.00","5","2024-08-22"
"46748","Cliente_46748","38","Junior","JUAZEIRO - BA - Brasil","A","19186.00","1","2025-02-28"
"215000","Cliente_215000","23","Valter","NATAL - RN - Brasil","*","19182.02","20","2025-02-08"
"160074","Cliente_160074","26","Carlos Augusto","MAMANGUAPE - PB - Brasil","*","19134.38","14","2025-02-25"
"2403","Cliente_2403","26","Carlos Augusto","IPOJUCA - PE - Brasil","*","19082.00","3","2024-11-07"
"210333","Cliente_210333","23","Valter","NATAL - RN - Brasil","*","19074.41","18","2025-02-26"
"46259","Cliente_46259","50","Rocha","CABO DE SANTO AGOSTINHO - PE - Brasil","A","19047.00","3","2025-02-28"
"45722","Cliente_45722","50","Rocha","RECIFE - PE - Brasil","A","19031.00","4","2025-01-24"
"25802","Cliente_25802","38","Junior","JABOATAO DOS GUARARAPES - PE - Brasil","E","19030.00","5","2024-11-02"
"181592","Cliente_181592","48","Flavio","RECIFE - PE - Brasil","*","19014.00","26","2025-02-18"
"187501","Cliente_187501","26","Carlos Augusto","JABOATAO DOS GUARARAPES - PE - Brasil","*","18958.00","8","2025-02-08"
"15716","Cliente_15716","38","Junior","RECIFE - PE - Brasil","A","18948.00","4","2025-02-15"
"11241","Cliente_11241","8","Jonas","SAO LOURENCO DA MATA - PE - Brasil","*","18914.00","14","2025-01-04"
"39548","Cliente_39548","34","Denny","JABOATAO DOS GUARARAPES - PE - Brasil","A","18872.00","5","2025-01-11"
"12098","Cliente_12098","8","Jonas","ITAMBE - PE - Brasil","A","18850.00","10","2024-11-13"
"46634","Cliente_46634","50","Rocha","JOAO PESSOA - PB - Brasil","A","18848.92","1","2025-02-18"
"44407","Cliente_44407","50","Rocha","CABO DE SANTO AGOSTINHO - PE - Brasil","E","18708.00","3","2025-02-16"
"37449","Cliente_37449","23","Valter","MACEIO - AL - Brasil","A","18665.00","14","2025-02-25"
"16819","Cliente_16819","16","Adelmo","RECIFE - PE - Brasil","A","18600.00","10","2025-02-03"
"2163","Cliente_2163","21","Edilson","ITAJAI - SC - Brasil","P","18578.00","4","2024-11-08"
"46118","Cliente_46118","38","Junior","RECIFE - PE - Brasil","A","18504.00","3","2024-12-27"
"19747","Cliente_19747","16","Adelmo","CABO DE SANTO AGOSTINHO - PE - Brasil","E","18501.00","13","2025-02-15"
"43178","Cliente_43178","38","Junior","IGARASSU - PE - Brasil","A","18467.00","9","2025-01-13"
"43669","Cliente_43669","19","Evandro","BREJO DA MADRE DE DEUS - PE - Brasil","A","18422.00","8","2024-12-01"
"5544","Cliente_5544","38","Junior","JABOATAO DOS GUARARAPES - PE - Brasil","A","18320.00","2","2025-02-22"
"16496","Cliente_16496","50","Rocha","RECIFE - PE - Brasil","A","18312.00","4","2025-02-12"
"34659","Cliente_34659","50","Rocha","RECIFE - PE - Brasil","A","18180.00","1","2025-01-28"
"24203","Cliente_24203","21","Edilson","CABROBO - PE - Brasil","*","18179.00","7","2025-02-28"
"45757","Cliente_45757","48","Flavio","RECIFE - PE - Brasil","A","18130.00","3","2024-12-02"
"185017","Cliente_185017","38","Junior","JABOATAO DOS GUARARAPES - PE - Brasil","*","18039.00","7","2025-02-28"
"38192","Cliente_38192","16","Adelmo","IPOJUCA - PE - Brasil","E","17999.00","22","2025-02-25"
"46627","Cliente_46627","42","Otavio","CAMUTANGA - PE - Brasil","A","17955.00","2","2025-02-27"
"23536","Cliente_23536","25","Gilmar","SAO CAETANO - PE - Brasil","E","17925.00","6","2025-01-20"
"44995","Cliente_44995","50","Rocha","CAMPO ALEGRE - AL - Brasil","A","17919.00","5","2025-02-11"
"12448","Cliente_12448","34","Denny","VITORIA DE SANTO ANTAO - PE - Brasil","A","17902.00","4","2025-01-11"
"15273","Cliente_15273","23","Valter","ARCOVERDE - PE - Brasil","*","17894.60","11","2025-01-25"
"185199","Cliente_185199","23","Valter","ARCOVERDE - PE - Brasil","*","17888.00","5","2024-12-30"
"37749","Cliente_37749","42","Otavio","RECIFE - PE - Brasil","E","17886.50","23","2025-02-27"
"10002","Cliente_10002","48","Flavio","JOAO PESSOA - PB - Brasil","A","17874.50","10","2025-02-28"
"46163","Cliente_46163","28","Rodrigues","RECIFE - PE - Brasil","A","17831.00","2","2024-12-31"
"38405","Cliente_38405","38","Junior","PETROLINA - PE - Brasil","E","17824.00","4","2025-02-16"
"24899","Cliente_24899","25","Gilmar","SAO JOSE DA COROA GRANDE - PE - Brasil","A","17812.00","18","2025-02-28"
"43756","Cliente_43756","8","Jonas","RECIFE - PE - Brasil","A","17800.00","1","2024-11-24"
"45756","Cliente_45756","8","Jonas","VENTUROSA - PE - Brasil","A","17800.00","1","2024-11-27"
"4604","Cliente_4604","48","Flavio","JOAO ALFREDO - PE - Brasil","A","17782.00","5","2025-02-28"
"1635","Cliente_1635","51","Eraldo","PETROLINA - PE - Brasil","P","17757.00","6","2025-01-24"
"11023","Cliente_11023","21","Edilson","IGARASSU - PE - Brasil","E","17743.00","10","2025-02-28"
"39790","Cliente_39790","19","Evandro","RECIFE - PE - Brasil","E","17729.00","12","2025-01-11"
"42032","Cliente_42032","42","Otavio","LAJEDO - PE - Brasil","E","17690.00","12","2025-02-28"
"181468","Cliente_181468","41","Edson","VITORIA DE SANTO ANTAO - PE - Brasil","P","17507.00","7","2024-11-03"
"22401","Cliente_22401","50","Rocha","ARARIPINA - PE - Brasil","P","17503.00","1","2024-08-17"
"45076","Cliente_45076","8","Jonas","TIMBAUBA - PE - Brasil","A","17500.00","1","2024-09-21"
"26122","Cliente_26122","41","Edson","RECIFE - PE - Brasil","A","17452.00","15","2025-02-18"
"39881","Cliente_39881","16","Adelmo","SALGUEIRO - PE - Brasil","N","17423.00","8","2025-01-19"
"12841","Cliente_12841","25","Gilmar","CONDADO - PE - Brasil","A","17417.00","5","2024-12-16"
"43582","Cliente_43582","51","Eraldo","SOUSA - PB - Brasil","P","17415.00","2","2024-10-20"
"197675","Cliente_197675","6","Almir","TERESINA - PI - Brasil","*","17304.36","12","2025-02-08"
"24667","Cliente_24667","41","Edson","IGARASSU - PE - Brasil","E","17265.00","7","2025-01-18"
"13464","Cliente_13464","34","Denny","LAGOA DO CARRO - PE - Brasil","A","17250.00","3","2024-10-03"
"46632","Cliente_46632","38","Junior","GARANHUNS - PE - Brasil","A","17200.00","1","2025-02-17"
"46762","Cliente_46762","34","Denny","RECIFE - PE - Brasil","A","17190.00","3","2025-02-28"
"45588","Cliente_45588","34","Denny","ESCADA - PE - Brasil","A","17178.00","2","2024-11-22"
"945","Cliente_945","8","Jonas","RECIFE - PE - Brasil","A","17172.40","7","2025-02-16"
"19930","Cliente_19930","35","Geilson","GARANHUNS - PE - Brasil","E","17150.00","3","2024-12-24"
"991","Cliente_991","23","Valter","ARACAJU - SE - Brasil","A","17134.00","10","2025-02-28"
"2511","Cliente_2511","35","Geilson","GARANHUNS - PE - Brasil","*","17050.00","19","2025-02-17"
"25384","Cliente_25384","8","Jonas","JABOATAO DOS GUARARAPES - PE - Brasil","A","17037.00","6","2025-02-28"
"10052","Cliente_10052","48","Flavio","RECIFE - PE - Brasil","A","17011.00","5","2025-02-26"
"38389","Cliente_38389","8","Jonas","RECIFE - PE - Brasil","A","16971.00","11","2025-02-28"
"2276","Cliente_2276","23","Valter","BELO JARDIM - PE - Brasil","P","16946.36","8","2024-11-08"
"46010","Cliente_46010","19","Evandro","JATAUBA - PE - Brasil","A","16920.00","1","2025-01-17"
"1323","Cliente_1323","26","Carlos Augusto","CABO DE SANTO AGOSTINHO - PE - Brasil","*","16898.24","25","2025-02-28"
"34349","Cliente_34349","42","Otavio","TRINDADE - PE - Brasil","A","16886.00","2","2024-10-18"
"45574","Cliente_45574","38","Junior","RECIFE - PE - Brasil","A","16873.00","3","2025-02-18"
"44813","Cliente_44813","50","Rocha","PRATA - PB - Brasil","I","16865.00","1","2024-08-28"
"24179","Cliente_24179","50","Rocha","RECIFE - PE - Brasil","A","16839.00","2","2025-02-18"
"44789","Cliente_44789","21","Edilson","ESCADA - PE - Brasil","A","16799.00","3","2024-11-07"
"3368","Cliente_3368","48","Flavio","ARACOIABA - PE - Brasil","A","16770.00","9","2025-01-19"
